name,text,link
Kredi Kayıt Bürosu Sicil Affı Ve Kredi Kayıt Bürosundan Geçmişe Ait Sicilimin Silinmesi,07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici madde ilave edilmiştir. “geçici madde 3 - (1) anapara ...,https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-sicil-affi-ve-kredi-kayit-burosundan-gecmise-ait-sicilimin-silinmesi
VakıfBank Bankadan Ev İhale Yoluyla Ev Alma,VakıfBank tan ihale yoluyla ev almaya kalkıştım gittim görüştüm ve bana 3+1 ev olduğunu söylediler. Benimde kafama yattı peşinatını yatırıp ihaleye katıldım. İhaleyi kazandım kazandıktan sonra satin almadan önce gidip evi göreyim dedim gittim gördüm ve karşıma ev değil de otel çıktı bunu bankaya söy...,https://www.sikayetvar.com/vakifbank/vakifbank-bankadan-ev-ihale-yoluyla-ev-alma
VakıfBank'ın Uyguladığı Hak Mahrumiyeti,VakıfBank'tan 7810983304 vergi numarası ile ticari hesap açtım 3 aylık şirketim var. Bankacı dedi size limit tanımlayacağım ama eşinizin e haczi var onları kaldırmanız gerekiyor gittim 137 bin e-haciz verdim kaldırdım o da borçları beklesem 6 ay sonra dava var borçlar düşecek ve o e-haciz sadec3 Vak...,https://www.sikayetvar.com/vakifbank/vakifbankin-uyguladigi-hak-mahrumiyeti
QNB Finansbank Sim Kart Bloke Kaldırma,"İnsanların sizi neden daha az tercih ettiğini bugün anladım, numaramı taşıdığım için bütün banka işlemlerim tarafında sim kartım blokeye düştü, diğer tüm bankalardaki blokeyi telefonla ya da cep uygulaması üzerinden halledebilirken sizden kime ulaşsam şubeye ya da ATM'ye yönlendiriyor, belki hastayı...",https://www.sikayetvar.com/qnb-finansbank/qnb-finansbank-sim-kart-bloke-kaldirma-9
"Hepsiburada Yetersiz Bakiye, Başarısız İşlem","Hepsiburada 260754753 sipariş numaralı alışverişi sonucunda iade ettiğim ürün Black Steel 2 iplik, kemer ve Kol Manşet Ribanalı, uzun Kol Düz sweet tutar 119,99 TL cüzdanıma iade oldu, cüzdanımdan kartıma aktardım para kayboldu, erdem bey adlı yetkili bana dekont atıyor iade yapılmış diye ama 2 sefe...",https://www.sikayetvar.com/hepsiburada/hepsiburada-yetersiz-bakiye-basarisiz-islem
Vakıfbank Banka Promosyon Güncellemesi,VakıfBank emekli maaşı banka promosyonları bankaya gitmeden güncelleme ya da iptal edilemiyor. Ne internet bankacılığı ne de ATM den hiçbir şekilde yapılamıyor illa bankaya gidin oradan yapın deniliyor böyle saçma bir şey görmedim Ziraat bankasıda devlet bankası ama internet bankacılığı ile kolayca ...,https://www.sikayetvar.com/vakifbank/vakifbank-banka-promosyon-guncellemesi
Halkbank Vadesiz Tl Hesap İptali,TOKİ başvurusunda bulundum Başvurumu şartlar uymadığı için iptal ettim ve benim iznimin dışında Halkbank tarafından vadesiz hesap açıldı. Bu hesabın kapatılması için bankaya gittiğimde blokeli olduğunu silemediklerini belirttiler. Ben bu hesabın acilen kapatılmasını istiyorum.,https://www.sikayetvar.com/halkbank/halkbank-vadesiz-tl-hesap-iptali
VakıfBank Geri Kalmış Yetişememiş Zamana,Banka yetersiz hizmet yapmak istediğim işlemi yapamıyorum oysaki bir çok banka da yapılabiliyor. Vakıf bankası bu konu da kendini geliştirememiş ve geri kalmış çalıştığım kurumdan ötürü özeti emri vaki olarak bu bankayı kullanıyorum ve mağdur oldum. Topu topu 1.5 sene önceki 7 ay hesap hareketlerine...,https://www.sikayetvar.com/vakifbank/vakifbank-geri-kalmis-yetisememis-zamana
İş Bankası Mobil Bankacılık Giriş Yapamıyorum,İş Bankası mobil bankacılığa giremiyorum. Sabah girebiliyordum öğlenden sonra mobil bankacılık talimatınız bulunmadığından bankacılık işlemlerinizi gerçekleştiremiyorsunuz diyor ne alaka kredi ödeyeceğim giriş yapamıyorum. Ödeyim İş Bankası ne zaman düzelticeksin durumu,https://www.sikayetvar.com/is-bankasi/is-bankasi-mobil-bankacilik-giris-yapamiyorum-3
Findeks KKB Ve Kredi Kartı Sicil Affı,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,https://www.sikayetvar.com/findeks/findeks-kkb-ve-kredi-karti-sicil-affi
Bilgim Dışında Exxen Bankadan Para Çekti,Exxen 'den bilgim dışında para çekildi. Müşteri hizmetleri telefonda geri ödeyeceğiz deyip 1 hafta sonra ödemedi. Şimdi aradığımda da 16 dakika süre b...,https://www.sikayetvar.com/exxen/bilgim-disinda-exxen-bankadan-para-cekti
Anadolu Hayat Emeklilik Sigorta Paramı Alamıyorum!,"05.04.2022 tarihinde İş Bankası'ndan çektiğim krediyle beraber şahsıma imza atılan 737121693765 poliçe numaralı Anadolu Hayat ve Emeklilik'e ait sigorta poliçesinin iptal edilip kesilen tutarın tekrar tarafıma iletilmesi için bankaya yazdım, o da şirkete topu attı. Şimdi arıyorum ne ilgilenen var ne...",https://www.sikayetvar.com/anadolu-hayat-emeklilik/anadolu-hayat-emeklilik-sigorta-parami-alamiyorum
Papara Paramı İade Etmedi,"Papara hesabıma ATM den banka kartımla 800 TL yatırdım. 2 dakika sonra mesaj geldi. Nakit yatırma limitini astin. 800,00 TL tutarındaki iaden için kendine ait Papara no ve IBAN bilgini d*****@papara.com'a iletmeni rica ederiz. Bu mesajdan sonra mail attım maile dönmediler müşteri hizmetlerini aradım...",https://www.sikayetvar.com/papara/papara-parami-iade-etmedi-26
. Findeks Geciken Güncelleme,Findeks 10.25.2022 tarihinden bu yana herhangi bir puan güncellemesi ve borç güncellemesi yapmadı. Bu durumu mail olarak da ilettim kendilerine. Banka ile ilgili bir durum olduğunu düşünmüyorum çünkü bahsettiğim kredi ürününü her kullandığımda en kötü 2 günde güncelleme yapılıyordu.,https://www.sikayetvar.com/findeks/-findeks-geciken-guncelleme
Bets10na Para Yatırdım Banka Hesabımdan Para Çekildi Ama Yatmadı,01.11.2022 tarihinde sabah saat 07.43 te kolay havale yöntemi ile 500 TL yatırım yaptım. Para banka hesabımdan çekildi ama bets10 hesabına geçmedi. Canlı desteğe bağlandım mail at dediler. Mail attım benden dekont ve hesap hareketlerini istediler onları da attım. Sonra ATM Bilgilerini istediler onu ...,https://www.sikayetvar.com/bets10/bets10na-para-yatirdim-banka-hesabimdan-para-cekildi-ama-yatmadi
Exxen Hesaptan Habersiz Para Çekilmesi,"Exxen 3 ay 1 Tl promosyonundan faydalandım, sonra unuttum gitti. 1,5 2 aydır girmiyordum. Bugün bankadan mesaj geldi, "" **93 ile biten World Eko kartınız ile Exxen Beşiktaş firmasından 01.11.2022'de saat 20:24'de 54,90 TL harcama yapılmıştır."" Diye ne alaka futbolla alakam bile yoktur, aynı saatlerd...",https://www.sikayetvar.com/exxen/exxen-hesaptan-habersiz-para-cekilmesi
Denizbank Borç Bildirimi Üretici Kart,Yıllardan beri Denizbank müşterisiyim ödemem de yıllardır herhangi bir gecikme yoktur. Üretici kartımın ödeme tarihinde banka tarafından herhangi bir bildirim gelmediğinden ayrıca banka hesabımda nakit bulunmasına rağmen ödeme hesaptan kesilmedi bu yüzden gecikmeye uğrayan borç faizlendirildi bu bor...,https://www.sikayetvar.com/denizbank/denizbank-borc-bildirimi-uretici-kart
Enpara Hesabıma Giriş Yapamıyorum,"Enpara, mobil bankacılık üzerinden giriş yapmaya çalışıyorum ama olmuyor. Çözüm merkezimizden detaylı bilgi alabilirsiniz diyor ama detaylı bilgi vermiyorlar. Güvenlik birimimiz tarafından öncelemeye alınmıştır diyor en kısa zamanda size dönüş yapacağız diyorlar. Ama henüz bir gelişme yok. Bu sıkınt...",https://www.sikayetvar.com/enpara/enpara-hesabima-giris-yapamiyorum-5
İş Bankası Kredi Kartı Aidatı,"Sahibi olduğum 6979 ile biten İş Bankası Maximiles kredi kartıma 225 TL kredi kartı yıllık ücreti ve 11,25 TL kredi kartı yıllık ücreti BSMV'si adı altında toplam 236,25 TL borçlandırma yapılmıştır. Aidat ücretinin aşağıda belirtilen kanun hükümleri gereği ve ekstra hiçbir şarta bağlanmaksızın iptal...",https://www.sikayetvar.com/is-bankasi/is-bankasi-kredi-karti-aidati-1374
Halkbank İle İlgili Promosyon Hakkında Şikayetim,Kamu çalışanıyım promosyon sözleşmesini iptal etmek istiyorum aksi takdirde banka hakkında yasal işlem için mahkemeye müracaat edeceğim promosyon güncellemesini günümüz şartlarına göre tekrar güncellenmesi gerekli bilginize. Bankacılık kanunu açık...,https://www.sikayetvar.com/halkbank/halkbank-ile-ilgili-promosyon-hakkinda-sikayetim
Kuryenet Gönderi Teslimatının Teslim Edilememesi,"01.11.2021 tarihinde dağıtıma çıkarılan banka kartı evde olunmasına rağmen, gönderi takibinde teslim edilemedi yazmakta. 
Evdekilere sorduğumda kimsenin uğramadığını, zilin bile çalmadığını belirtmekteler.
Belirtilen adrese uğranılmadan gönderi nasıl teslim edilemedi yazılmakta?",https://www.sikayetvar.com/kuryenet/kuryenet-gonderi-teslimatinin-teslim-edilememesi
Watsons Siparişim Üç Gündür Kargolanmıyor,Watsons onlinedan aldığım sipariş önce oluşturuldu yazıyordu. Fakat şu an işlem sürüyor yazıyor. Banka hesabımdan parayı çekti ama siparişimde hala işlem sürüyor yazıyor. Üç gündür kargoya verilmedi. Haftaya kadar elimde olması lazım yardımcı olur musunuz lütfen?,https://www.sikayetvar.com/watsons/watsons-siparisim-uc-gundur-kargolanmiyor
KKB Ve Sicil Affı,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,https://www.sikayetvar.com/kredi-kayit-burosu/kkb-ve-sicil-affi-1
Halkbank Müşteri Hizmetleri Sorun Çözmez,Halkbank müşteri hizmetlerine bağlanıyorsun ancak minimum 30 dakika bağlandıktan sonra bende hat yok sizi aktarıyorum en az bir 30 dakika daha ve gününüz problemi aşamadığınız şekilde son buluyor. İnsanın psikolojisini bozan banka.,https://www.sikayetvar.com/halkbank/halkbank-musteri-hizmetleri-sorun-cozmez
Kredi Kayıt Bürosu Findeks Kredi Sicilimin Düzeltilmesi,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-findeks-kredi-sicilimin-duzeltilmesi
Paycell Bakiye Sıkıntısı Yaşıyorum,Paycell'den para çektim banka hesabıma aktarıldı gözüküyor ama ne banka hesabımda para var ne Paycell hesabımda üstelik faturamada yansıtıldı ödemeler...,https://www.sikayetvar.com/paycell/paycell-bakiye-sikintisi-yasiyorum
Halkbank İhtiyaç Kredisi Sorunu,Halkbank'ndan 50000 TL kredi başvurusu yaptım onaylandı diye mesaj geldi. Fakat banka şubesine gittiğimde kullandırım esnasında beklemede diye hata veriyor. Onaylandı diyor fakat değerlendirmede diyor. Bir an önce çözülmesini bekliyorum. Halkbank beni duysun.,https://www.sikayetvar.com/halkbank/halkbank-ihtiyac-kredisi-sorunu-5
,,
Masterpass Bakiye Yükleme Hatası,"İstanbul Kartıma online işlemlerden bakiye yüklemek istiyorum fakat “Kart iş yerine Bağlı Değil” uyarısı alıyorum. Bu hatanın banka ile ilgili değil, ...",https://www.sikayetvar.com/masterpass/masterpass-bakiye-yukleme-hatasi
Halkbank Tüketici Kredisi Kesintileri,"01.11.2022 tarihinde Halkbank Manisa Akhisar şubesinden tüketici kredisi olarak 100000 TL kredi kullandım. Banka yatırdığı kredi üzerinden 5 farklı kesinti oluşturmuş. Bu kesintiler: poliçe sigorta prim tahsilatı 237 TL, hesaplı tarifeler paket satışı 1260 TL, sigorta prim tahsilatı 1259,04 TL, kred...",https://www.sikayetvar.com/halkbank/halkbank-tuketici-kredisi-kesintileri
PayFix Hiçbir Yasal Sorumluluk Almıyorum,"01.10.2022 tarihinde danışmanlık sekreterlik işi için başvurdum. Kent danışman adı altında WhatsApp'tan iletişime geçtim. İsim, soy isim, IBAN ve kimliğimin bilgilerini verdim. Sonrasında internetten araştırdım ve bu konuyla ilgili çok yanıltma olduğu için konu üzerine vermiş olduğum, bilgileri kull...",https://www.sikayetvar.com/payfix/payfix-hicbir-yasal-sorumluluk-almiyorum
QNB Finansbank Çalışanlarının Saygısız Yaklaşımları,"Bugün Adana Gazipaşa şub. QNB Finansbank'a gittim gittiğimde 3 banka çalışanı tartışıyorlardı, içeri müşteri girdiği halde yüksek sesle konuşuyorlardı bankada hiç kimse yoktu benden başka, 1 çalışan sinirli bir şekilde lütfedip benimle ilgilenme tenezzülünde bulundu, promosyon ile ilgili bir soru so...",https://www.sikayetvar.com/qnb-finansbank/qnb-finansbank-calisanlarinin-saygisiz-yaklasimlari
Kredi Kayıt Bürosu Kredi Notu Düzelmesi,Bütün borcumu ödedim ve 6 yıl oluyor puanım düşük ve otomatik red geliyor yardımcı olursanız sevinirim 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dik...,https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-kredi-notu-duzelmesi
Papara Para Çekemiyorum Ve Para Gönderemiyorum,"Papara hesabımdan para göndermek istiyorum fakat ekranda ""hesap güvenliğiniz için şu anda işleminizi gerçekleştiremedik"" hatası alıyorum ve para çekmek istediğimde ise bankanız bu işlemi onaylamadı diyor lütfen yardımcı olun. Yatırırken bir sorun yaşamıyorum ama çekerken yaşıyorum",https://www.sikayetvar.com/papara/papara-para-cekemiyorum-ve-para-gonderemiyorum
Denizbank Ekstresi Ödenmiş Kredi Kartına Gecikme Faizi İşletiliyor,Kredi kartı borcum olmamasına rağmen gecikmiş borcum görünüyor ve günlük gecikme faizi işletiliyor. Kredi sicilim bankanın sistemindeki hatadan dolayı olumsuz duruma düşürüldü. Bu durumun derhal düzeltilerek kredi puanımı etkileyen bu hatanın giderilmesini ve sicilimdeki haksız gecikme ibaresinin ka...,https://www.sikayetvar.com/denizbank/denizbank-ekstresi-odenmis-kredi-kartina-gecikme-faizi-isletiliyor
Enpara Şikayet Para Transferi,Gece yarısı çalışmaları olmadığı için para transferi iptal yapamadılar ve beni zor duruma soktular. 17.750 zararım varım incelemeye alındı fakat ben gönderim yapıldığı an itibaren kayıp çalıntı dan görüşme yaptım bloke konulmasını istedim ve benim kine bloke koyuldu karşı tarafa koyulup konuşmadığın...,https://www.sikayetvar.com/enpara/enpara-sikayet-para-transferi
Asis Elektronik Kart Yükleme Sorunu,Asis akıllı bilet uygulamasından 9059430a***0000 numarasına ait olan kartıma 20 TL yükleme işlemi yaptım fakat banka hesabımdan para çekilmesine rağme...,https://www.sikayetvar.com/asis-elektronik/asis-elektronik-kart-yukleme-sorunu-1
Denizbank İade Param Kartıma Yatmadı,Denizbank banka kartımla 17 Ekim 2022 466 TL lik internet alışverişim gerçekleşti ama ben alışverişi iptal ettirdiğim için internet site 10 gün sonra 27 ekimde paramı iade etti ama banka hala iade paramı kartıma geri yatırmadı. Normalde otomatik yatması lazım,https://www.sikayetvar.com/denizbank/denizbank-iade-param-kartima-yatmadi
İş Bankası Referans Puanları Yatmadı,Ağustos ayında babamı başka bir bankadan iş bankasına taşıdım promosyon anlaşması için. Eylül ayında ilk maaşını almasına rağmen hala referans ücreti tarafıma yatmadı. Koskoca iş bankasının böyle mağduriyet yaşatması çok üzücü bir durum. Aradığımda sürekli beni geçiştiriyorlar. Aynı problemi ben de ...,https://www.sikayetvar.com/is-bankasi/is-bankasi-referans-puanlari-yatmadi
Papara Müşteri Hizmetleri Sorunu,Papara destek arıyorum telefona bakmıyorlar. İlgili kimse yok mu arkadaşlar ya ben böyle bir banka gibi ATM kartı kullandıran müşteri hizmeti göremedim. Bir müzik bitiyor diğeri çalıyor bağlayın yeterrrrrrr lütfen bu mesajı Papara desteğe iletin bana ulaşsınlar 5522****61,https://www.sikayetvar.com/papara/papara-musteri-hizmetleri-sorunu-11
Papara Burs Adı Altında Yanıltma,Burs kazandınız diye bana hesap açtırdılar bir bankadan önce 100 lira yollayıp sonra aktarım yaptırdılar 24 saat içinde burs yatacak diye. Hesabım başkasının elinde verdikleri şifreyle giriş yapamıyorum adıma işlem yapılmasını istemiyorum.,https://www.sikayetvar.com/papara/papara-burs-adi-altinda-yaniltma-1
Bilyoner Mağdur Olmam,Bilyoner'de şans oyunları bölümünde tombala gelmiş bulunmakta bilmeyenler için yazıyorum ne yazık kı kendi ana paranız tl'niz ile giriyorsunuz kazandıklarınızı kesinlikle bankanıza transfer ettirmiyorlar BP adı altında sözde puan dedikleri bakiye olarak kalıyor. Çok yazık insanlarla alay ediyorlar m...,https://www.sikayetvar.com/bilyoner/bilyoner-magdur-olmam
Hepsiburada'nın Ve Satıcısı Mutlubebe'nin Müşteriyi Mağdur Etmesi,"01.11.2022 tarihinde saat 09:01 de ""Hepsiburada"" üzerinden ""728 446 992"" sipariş numaralı ""Prego 2034 Aria Travel Sistem Bebek Arabası Gri"" ürününü "" Mutlubebe "" satıcısından 4.410.88TL ye kredi kartına 3 taksitte satın aldım. Aynı gün kargoya verilmesi gereken ürün verilmedi ve aynı aksam saat 18:0...",https://www.sikayetvar.com/hepsiburada/hepsiburadanin-ve-saticisi-mutlubebenin-musteriyi-magdur-etmesi
Denizbank Kredi Sorunu İlgilenmemek,Denizbank ile yıllarca çalışmaktayım kredi kartım var FastPay olarak da aktif kullanıyorum kredi kartı limit yükseltme kesinlikle yapmıyor ikincisin FastPay kredi 1000 TL veriyor ve düzenli ödeme yapıyoruz ama maalesef normal kredi başvuru hep red veriyor başka banka kredi 15-20 bin onay veriyor Den...,https://www.sikayetvar.com/denizbank/denizbank-kredi-sorunu-ilgilenmemek
KKB Deki Sicilimin Düzeltilmesini İstiyorum,"Sicil Geçmişi Düzeltilmesi! 
Geçmişe dönük bütün borçlarımı ödeyip kapattım şu an gecikmem yok ama kredi kayıt bürosunca puanım düşük ve sicilim bozuk olarak gözüküyor hala bunun kaldırılmasını talep ediyorum. 
Kredi Kayıt Bürosu Kredi Sicil Affından Yararlanmak İstiyorum. 
Bireysel bankacılık ve si...",https://www.sikayetvar.com/kredi-kayit-burosu/kkb-deki-sicilimin-duzeltilmesini-istiyorum
Findeks Kredi Notu Yükselmiyor!,"Aylardır banka ödemelerim çok düzenli kredi kartlarım kredi ve KMH hesaplarım hepsi çok düzgün ödeniyor. Findeks'te de ödemelerin düzenli olduğu görünüyor. Fakat kredi notu bir turlu yükselmiyor. 900- 1100 arası gidip geliyor, anlamadım nasıl is bu! Resmen keyfinize kaldığı gibi, işlem uygulandığını...",https://www.sikayetvar.com/findeks/findeks-kredi-notu-yukselmiyor-40
Agesa Hayat ve Emeklilik İptali Ve Para İadesi,Akbank mobil bankacılık aracılığıyla çekmiş olduğum kredi karşılığında hayat sigortası ücreti kesilmiştir. Poliçe numarası v93**613-57 olan ve Agesa tarafından uygulanan sigortamın devam etmemesini ve sigortanın iptalinden doğan ücretin hesabıma iadesini talep ediyorum. Sigortacılık mevzuatı gereği ...,https://www.sikayetvar.com/agesa-hayat-ve-emeklilik/agesa-hayat-ve-emeklilik-iptali-ve-para-iadesi
,,
